ID,DemHomeOwner,LostCustomer,regionPctCustomers,numOfTotalReturns,wksSinceLastPurch,customerGender,basktPurchCount12Month,LastPurchaseAmount,AvgPurchaseAmount12,AvgPurchaseAmountTotal,EstimatedIncome,regionMedHomeVal,intAdExposureCount12,intAdExposureCount36,intAdExposureCountAll,customerSubscrStat,socialMediaAdCount12,socialMediaAdCount36,socialMediaAdCountAll,totalNumProdPurchased,custInitiatedContacts,CustomerAge,avgDiscountValue12,customersales,techSupportEval,wksSinceFirstPurch,Review_Text,Title
19949,H,0,26,0,15,U,3,   $145.25,    $97.65,    $57.20,"$90,000.00","$54,080.00",12,26,47,Member,3,3,15,7,2,          20,       .,   $960.78,           4,92,,
20112,H,0,34,0,26,F,5,    $75.00,    $75.00,    $45.00,$113000.00,$123370.00,9,27,41,Platinum,4,4,15,4,1,          28,       .,   $773.60,           5,109,,
14019,H,0,13,0,5,M,3,    $75.00,    $75.00,    $67.85,"$77,000.00",$187850.00,30,49,61,Platinum,7,7,20,7,1,          20,       .,   $713.93,           5,79,,
14027,H,0,0,3,21,F,3,   $500.00,   $251.65,   $165.00,"$33,000.00",$100490.00,34,50,63,Platinum,7,15,17,7,2,          31,    $50.33," $8,646.59",           4,109,,
14033,U,0,20,1,5,M,5,   $500.00,   $500.00,   $236.90,"$23,000.00","$78,000.00",29,47,67,Platinum,6,15,21,8,2,           .,   $100.00," $8,646.28",           5,85,,
14034,H,0,14,2,18,M,3,   $500.00,   $375.00,   $416.65,"$13,000.00","$67,080.00",29,46,46,Platinum,6,14,12,3,2,          24,    $75.00," $8,634.40",           5,57,,
14038,U,0,0,1,20,M,5,   $500.00,   $500.00,   $500.00,"$11,000.00","$54,600.00",28,36,34,Gold,6,10,8,2,1,           .,   $100.00," $8,640.62",           5,45,,
14044,U,0,0,1,5,M,5," $1,250.00",   $500.00,   $418.50,"$13,000.00",$236600.00,31,50,81,Platinum,6,15,26,10,2,          34,   $100.00,"$83,007.36",           4,147,,
14050,U,0,28,1,8,M,5,   $250.00,   $515.00,   $285.00,"$19,000.00",$119340.00,30,38,37,Gold,7,11,9,4,1,          22,   $103.00," $4,261.50",           5,45,,
14054,H,0,32,1,20,F,3,   $500.00,   $375.00,   $312.50,"$18,000.00",$650000.00,31,43,49,Platinum,6,12,11,4,2,          34,   $100.00," $8,637.34",           5,83,,
14055,H,0,34,2,17,F,3," $5,000.00",   $375.00,   $885.70," $6,000.00",$594750.00,37,58,82,Platinum,6,17,23,7,2,          23,    $75.00,"$82,994.67",           4,117,,
14057,H,0,35,2,15,F,3," $1,250.00",   $666.65," $1,100.00"," $5,000.00",$771550.00,31,44,44,Platinum,6,13,11,5,2,           .,   $175.00,"$83,005.01",           5,52,,
14059,H,0,14,1,10,M,5,   $500.00,   $500.00,   $500.00,"$11,000.00",$419250.00,27,34,35,Gold,5,8,7,2,1,          27,   $100.00," $8,633.08",           5,44,,
14060,H,0,30,1,20,M,5,   $500.00,   $500.00,   $500.00,"$11,000.00",$725660.00,27,34,34,Gold,5,8,7,1,1,          30,   $100.00," $8,635.11",           5,44,,
14072,H,0,40,1,20,F,3,   $500.00,   $262.50,   $262.50,"$21,000.00",$480220.00,29,42,40,Platinum,6,12,10,2,1,          34,     $5.00," $8,641.03",           5,53,,
14078,H,0,20,1,20,M,5,   $500.00,   $500.00,   $500.00,"$11,000.00","$80,730.00",27,34,32,Gold,5,8,7,1,1,          18,   $100.00," $8,650.30",           5,44,,
14088,H,0,0,2,8,M,3," $1,250.00",   $750.00,   $916.65," $6,000.00",$128050.00,31,49,48,Platinum,6,14,12,3,2,          38,   $150.00,"$82,994.86",           5,57,,
14091,H,0,18,1,20,F,5,   $500.00,   $500.00,   $312.50,"$18,000.00",$105560.00,30,47,54,Platinum,6,14,14,2,1,          32,   $100.00," $8,637.67",           5,68,,
14095,U,0,17,1,18,F,2,   $500.00,   $255.00,   $201.95,"$27,000.00","$49,530.00",31,53,92,Platinum,6,17,29,23,3,          20,    $51.00," $8,636.38",           4,135,,
14097,H,0,30,1,6,M,5,   $750.00,   $500.00,   $625.00," $9,000.00","$90,220.00",28,35,34,Gold,5,8,7,2,1,          34,   $100.00," $8,651.49",           5,44,,
14103,H,0,35,1,20,M,5," $1,000.00"," $1,000.00",   $175.65,"$31,000.00","$88,400.00",33,52,83,Platinum,6,15,24,8,2,          19,   $200.00,"$26,025.13",           4,109,,
14109,H,0,50,5,20,F,1,   $500.00,   $392.85,   $375.00,"$15,000.00",$202150.00,30,50,57,Platinum,6,17,16,9,2,          31,    $70.00," $8,648.13",           4,64,,
14110,U,0,30,1,15,F,3,   $100.00,    $90.00,    $60.55,"$86,000.00","$97,760.00",25,38,74,Platinum,5,10,27,9,2,          18,    $20.00,   $712.66,           5,133,,
14111,H,0,41,1,8,F,3,   $150.00,    $80.00,    $83.45,"$64,000.00",$425880.00,24,44,85,Platinum,6,15,35,13,2,          18,    $10.00,   $952.29,           4,137,,
14128,H,1,30,3,8,M,2,     $0.00,    $57.50,    $49.10,$104000.00,"$69,810.00",17,38,77,Platinum,6,16,32,16,3,          26,    $11.33,   $374.52,           4,147,,
14166,U,0,32,1,18,M,5,   $125.00,   $200.00,   $105.85,"$51,000.00",$223210.00,26,47,61,Platinum,6,16,22,6,2,          30,    $40.00," $1,754.04",           5,81,,
14183,U,0,44,1,4,F,3,     $0.00,    $75.00,    $53.75,"$96,000.00","$88,790.00",31,36,35,Gold,6,9,7,4,1,          32,    $20.00,   $705.70,           5,41,,
14197,H,0,0,1,20,F,5,   $500.00,   $500.00,   $262.50,"$21,000.00",$335400.00,31,47,75,Platinum,6,13,23,6,2,          28,   $100.00," $8,639.03",           4,116,,
14199,H,0,0,2,20,M,3,   $500.00,   $500.00,   $500.00,"$11,000.00",$218790.00,30,47,46,Platinum,6,14,12,2,2,           .,   $100.00," $8,645.19",           5,57,,
14207,H,0,23,3,18,M,3,   $125.00,    $70.00,    $48.20,$106000.00,$193050.00,30,51,90,Platinum,6,17,34,14,3,          22,    $14.00,   $642.93,           4,140,,
14211,H,0,48,1,6,M,3,    $75.00,    $70.00,    $60.00,"$87,000.00",$247260.00,28,46,62,Platinum,5,12,19,7,2,          20,    $15.00,   $537.24,           5,90,,
14226,U,0,0,1,18,M,3,   $125.00,   $137.50,    $88.35,"$60,000.00","$70,070.00",30,48,96,Platinum,6,14,30,12,3,           .,    $30.00," $1,748.93",           4,128,,
14243,U,0,0,1,18,U,3,    $75.00,    $75.00,    $65.00,"$80,000.00",$286000.00,28,46,59,Platinum,6,14,18,5,2,          21,    $15.00,   $715.40,           5,78,,
14244,H,0,28,0,13,F,5,   $225.00,   $150.00,    $83.95,"$63,000.00",$118820.00,28,50,81,Platinum,7,7,30,14,2,          28,       .," $1,738.74",           4,129,,
14252,H,0,36,1,17,M,3,   $125.00,    $62.50,    $75.00,"$70,000.00",$218010.00,25,37,35,Gold,5,10,9,4,1,          24,     $5.00,   $647.33,           5,50,,
14282,U,0,13,1,21,M,3," $1,625.00"," $1,562.50",   $416.35,"$13,000.00","$53,690.00",32,53,102,Platinum,6,17,32,15,3,           .,   $325.00,"$83,007.50",           4,144,,
14283,H,0,32,1,21,U,5,   $625.00,   $625.00,   $203.35,"$27,000.00",$187460.00,31,50,92,Platinum,6,15,30,12,3,          30,   $125.00,"$26,018.16",           4,150,,
14293,U,0,35,1,18,M,5,   $135.00,   $135.00,    $77.80,"$68,000.00",$400530.00,28,47,73,Platinum,6,15,23,9,2,          18,    $27.00," $1,753.77",           5,139,,
14309,H,0,19,2,18,F,3,   $125.00,   $125.00,    $92.05,"$58,000.00",$119080.00,27,48,87,Platinum,6,17,32,17,3,          38,    $25.00," $1,736.47",           4,129,,
14317,H,0,42,1,4,F,3,   $125.00,    $85.00,    $75.85,"$70,000.00",$213590.00,26,43,61,Platinum,6,13,17,6,2,          24,    $20.00,   $968.46,           5,92,,
14339,H,0,0,2,18,M,3,   $125.00,    $70.00,    $69.15,"$76,000.00","$50,440.00",25,46,51,Platinum,6,17,17,6,2,          19,    $14.00,   $640.77,           5,64,,
14359,U,0,27,1,17,F,3,   $100.00,   $100.00,    $72.50,"$73,000.00",$160290.00,19,40,52,Platinum,6,16,20,6,2,          21,    $20.00,   $833.27,           5,76,,
14401,H,0,53,0,17,F,2,    $75.00,    $77.50,    $62.90,"$83,000.00",$100360.00,19,40,87,Platinum,8,8,24,12,2,          21,       .,   $587.62,           5,101,,
14421,U,0,41,2,7,M,3,   $125.00,   $250.00,   $162.10,"$34,000.00",$105430.00,29,49,98,Platinum,7,17,26,12,2,           .,    $50.00," $4,262.95",           4,103,,
14425,H,0,43,4,21,F,2,   $250.00,   $123.00,    $69.20,"$76,000.00","$90,610.00",24,45,128,Platinum,5,16,34,62,4,          20,    $27.25," $1,752.67",           4,152,,
14433,H,0,27,2,5,M,3,   $305.00,   $275.00,   $218.00,"$25,000.00",$105950.00,19,28,74,Platinum,7,12,25,10,2,          30,    $55.00," $4,255.36",           4,137,,
14438,U,0,31,1,17,M,5,   $200.00,   $125.00,   $160.00,"$34,000.00",$264940.00,16,34,65,Platinum,6,15,18,5,2,          35,    $25.00," $1,738.61",           5,77,,
14441,U,0,35,1,6,M,5,   $625.00,   $625.00,   $360.70,"$15,000.00","$73,840.00",16,30,70,Platinum,6,12,20,7,2,          30,   $125.00,"$26,019.55",           4,101,,
14449,H,0,20,1,8,F,5,     $0.00,   $105.00,    $78.10,"$68,000.00",$151710.00,13,32,72,Platinum,6,15,25,13,3,          34,    $21.00," $1,109.01",           4,120,,
14455,H,0,0,2,19,M,2,   $500.00,   $425.00,   $406.25,"$14,000.00",$235690.00,34,56,112,Platinum,6,17,23,12,2,           .,    $62.50," $8,637.23",           4,89,,
14463,H,1,31,1,6,M,3,   $500.00,   $275.00,   $346.90,"$16,000.00",$185770.00,23,41,89,Platinum,8,16,21,8,2,          26,    $60.00," $3,946.80",           5,88,,
14467,H,0,37,2,5,M,3,   $500.00,   $562.50,   $346.25,"$16,000.00",$417040.00,27,47,100,Platinum,6,16,27,8,2,          20,   $112.50," $8,650.88",           4,135,,
14469,H,0,26,1,7,M,3," $1,750.00"," $1,375.00",   $738.15," $8,000.00",$190450.00,33,55,109,Platinum,6,17,26,8,2,          30,   $300.00,"$82,998.18",           5,99,,
14479,H,0,29,1,16,M,3,    $95.00,    $73.35,    $70.00,"$75,000.00","$65,390.00",25,45,83,Platinum,5,14,20,9,2,          23,    $10.00,   $644.32,           5,108,,
14490,U,0,39,1,20,M,3,   $500.00,   $400.00,   $293.75,"$19,000.00",$139750.00,31,51,69,Platinum,6,16,20,4,2,           .,   $100.00," $8,637.72",           5,86,,
14492,H,0,35,1,19,M,3,   $500.00,   $200.00,   $162.50,"$34,000.00","$97,110.00",30,52,54,Platinum,6,17,16,4,1,          18,    $10.00,"$11,163.35",           5,63,,
14494,U,0,0,1,7,F,5," $1,095.00",   $500.00,   $919.00," $6,000.00",     $0.00,29,35,38,Gold,5,8,7,5,1,          24,   $100.00," $8,637.80",           5,43,,
14533,H,0,26,3,17,F,2,   $150.00,   $218.75,    $95.60,"$56,000.00",$241930.00,31,51,91,Platinum,6,17,30,17,3,          37,    $25.00," $4,250.81",           4,135,,
14537,U,0,33,3,9,F,2," $1,000.00",   $375.00,   $437.50,"$13,000.00","$90,870.00",30,52,55,Platinum,6,17,16,6,2,           .,    $66.67," $8,635.76",           4,65,,
14544,U,0,21,2,14,M,3,   $500.00,   $325.00,   $154.50,"$35,000.00","$41,860.00",31,53,79,Platinum,6,17,23,20,3,          22,    $47.50," $8,641.11",           4,88,,
14561,H,0,29,1,13,M,3,   $500.00,   $333.35,   $325.00,"$17,000.00",$179790.00,32,46,46,Platinum,7,14,12,5,1,          27,    $50.00," $8,651.73",           5,52,,
14612,H,0,26,0,6,F,3,    $75.00,    $83.35,    $60.25,"$86,000.00",$161460.00,37,59,116,Platinum,9,9,29,19,2,          19,       .,   $697.27,           5,117,,
14686,U,0,34,1,8,F,5,   $135.00,   $205.00,   $142.65,"$38,000.00","$67,600.00",30,50,101,Platinum,7,17,26,15,2,          20,    $41.00," $1,754.70",           4,116,,
14703,H,0,25,2,5,M,3,   $140.00,    $90.00,    $70.00,"$75,000.00","$93,080.00",21,42,83,Platinum,7,17,25,15,2,          19,    $21.00,   $966.90,           4,111,,
14741,H,0,22,1,17,M,5,   $140.00,   $140.00,    $85.70,"$62,000.00",$125710.00,16,35,86,Platinum,6,16,33,14,3,          22,    $28.00," $1,743.11",           4,153,,
14803,U,0,76,1,18,M,2,    $80.00,    $61.25,   $122.80,"$44,000.00","$70,070.00",32,52,93,Platinum,6,15,18,21,2,          21,     $5.00,   $391.82,           5,80,,
14807,U,0,37,2,24,M,3,   $150.00,   $125.00,    $96.50,"$55,000.00",$104650.00,16,29,68,Platinum,5,14,16,10,2,          30,    $27.50," $1,749.81",           5,76,,
14816,H,0,52,1,17,M,3,   $100.00,   $112.50,    $75.00,"$70,000.00",$145600.00,24,43,91,Platinum,6,15,22,9,2,          19,    $20.00,   $829.70,           5,103,,
14822,H,0,38,1,16,F,3,   $500.00,   $250.00,   $246.65,"$22,000.00","$82,680.00",21,34,85,Platinum,5,14,22,12,2,          18,    $50.00," $8,648.64",           4,99,,
14829,H,0,36,0,14,M,5,   $125.00,   $125.00,    $80.30,"$66,000.00",$107900.00,33,52,113,Platinum,7,7,25,17,3,          19,       .," $1,741.02",           4,113,,
14853,U,0,0,1,19,M,3,   $125.00,    $91.65,    $85.00,"$63,000.00",$102830.00,26,40,58,Platinum,6,13,12,5,1,           .,    $10.00,   $949.65,           5,75,,
14870,U,0,37,5,17,F,2,   $125.00,   $187.00,   $239.10,"$23,000.00",$189670.00,30,51,109,Platinum,6,17,27,22,3,           .,    $37.40," $1,739.89",           4,104,,
14878,U,0,29,1,15,M,3,   $175.00,   $137.50,    $81.25,"$65,000.00","$52,910.00",11,29,68,Platinum,5,13,23,8,2,          18,    $20.00," $1,742.41",           4,111,,
14928,U,0,22,3,18,F,3,   $130.00,   $115.00,   $104.40,"$51,000.00","$50,960.00",24,43,89,Platinum,6,15,21,8,2,           .,    $23.00," $1,117.55",           5,100,,
14955,U,0,0,3,22,F,1,   $150.00,    $80.00,    $76.05,"$69,000.00",$527540.00,26,48,86,Platinum,6,17,20,24,3,           .,    $16.67,   $966.15,           4,81,,
15030,U,0,42,2,15,M,3,    $75.00,    $75.00,    $70.00,"$75,000.00",$145210.00,12,32,39,Platinum,6,15,15,5,2,           .,    $15.00,   $707.40,           5,68,,
15053,U,0,19,3,16,M,2,    $85.00,    $78.75,    $69.00,"$76,000.00","$91,000.00",16,34,32,Platinum,6,15,13,5,2,           .,    $16.00,   $590.28,           5,56,,
15056,H,0,43,2,18,M,3,   $150.00,   $125.00,   $131.25,"$41,000.00",$151970.00,16,36,46,Platinum,6,16,19,4,2,          21,    $25.00," $1,748.74",           5,80,,
15076,U,0,20,1,18,F,2,    $75.00,    $43.75,    $38.55,$129000.00,"$64,610.00",20,34,54,Platinum,10,16,21,7,2,           .,     $5.00,   $322.10,           5,99,,
15090,H,0,25,2,18,M,3,    $75.00,    $61.65,    $58.75,"$88,000.00","$83,590.00",11,29,33,Platinum,5,13,13,4,2,          35,    $11.00,   $488.80,           5,65,,
15151,U,0,33,3,16,F,2,    $75.00,    $63.75,    $61.00,"$85,000.00","$67,860.00",15,30,29,Platinum,6,14,12,5,2,           .,    $13.33,   $506.75,           5,53,,
15153,U,1,32,1,17,F,3,    $75.00,    $87.50,    $75.00,"$70,000.00","$64,740.00",14,31,41,Platinum,6,14,16,4,2,           .,    $15.00,   $599.06,           5,77,,
15164,H,0,23,2,17,F,3,   $150.00,   $137.50,   $137.50,"$39,000.00","$60,580.00",13,20,18,Gold,6,10,8,2,2,          31,    $27.50," $1,740.03",           5,45,,
15175,H,0,25,1,23,F,3,   $100.00,   $105.00,    $86.90,"$61,000.00","$80,730.00",13,34,61,Platinum,6,16,23,8,2,          27,    $20.00,   $825.41,           5,105,,
15191,H,0,30,1,18,F,3,   $110.00,    $90.00,    $65.55,"$80,000.00",$110890.00,13,35,50,Platinum,6,17,21,9,2,          35,    $22.00,   $963.56,           5,81,,
15215,U,0,22,1,20,F,3,    $75.00,    $50.00,    $43.75,$115000.00,"$96,460.00",13,29,34,Platinum,6,13,13,4,1,           .,    $10.00,   $500.48,           5,68,,
15221,H,0,38,1,17,M,3,   $125.00,   $112.50,    $83.35,"$64,000.00","$78,130.00",13,32,33,Platinum,6,15,14,3,1,           .,    $25.00," $1,121.13",           5,63,,
15229,H,0,34,1,17,F,2,   $175.00,   $175.00,   $109.15,"$49,000.00","$91,780.00",13,34,82,Platinum,6,17,35,29,3,          23,    $35.00," $1,741.68",           4,136,,
15265,U,0,12,3,17,F,3,   $125.00,   $100.00,   $100.00,"$54,000.00","$59,410.00",15,29,28,Platinum,6,13,11,3,2,           .,    $20.00," $1,112.61",           5,53,,
15293,U,0,14,1,15,F,2,   $175.00,   $115.00,    $96.65,"$55,000.00","$87,750.00",13,35,38,Platinum,6,17,17,6,2,           .,    $17.00," $1,119.27",           5,64,,
15299,H,0,26,1,16,F,3,   $125.00,   $125.00,    $88.00,"$60,000.00","$99,190.00",12,29,54,Platinum,5,13,21,5,2,          28,    $25.00," $1,740.96",           4,112,,
15317,H,0,35,1,21,F,3,   $110.00,    $97.50,    $90.00,"$59,000.00","$92,820.00",12,25,24,Platinum,6,12,10,3,1,          23,    $22.00,   $957.90,           5,55,,
15336,H,0,45,1,17,M,5,   $125.00,   $125.00,    $73.35,"$72,000.00",$112060.00,14,30,59,Platinum,6,13,23,6,2,          40,    $25.00," $1,750.15",           4,129,,
15347,U,0,59,1,15,F,3,   $125.00,   $100.00,   $100.00,"$54,000.00",$239980.00,12,19,17,Gold,5,8,7,2,1,          22,    $15.00," $1,116.22",           5,45,,
15362,H,0,30,2,15,F,3,    $75.00,    $61.65,    $52.50,"$98,000.00",$190060.00,10,27,29,Platinum,5,12,12,4,2,          20,    $11.00,   $502.42,           5,64,,
15366,H,0,16,1,18,M,3,   $125.00,   $125.00,   $100.00,"$54,000.00",$158730.00,13,35,54,Platinum,6,17,21,5,2,          27,    $25.00," $1,747.80",           5,89,,
15383,H,0,35,1,17,F,3,    $75.00,    $70.00,    $70.00,"$75,000.00","$59,670.00",14,20,19,Gold,6,9,7,2,1,          38,    $15.00,   $554.01,           5,44,,
15385,H,0,34,2,18,M,3,   $100.00,    $83.35,    $83.35,"$64,000.00","$91,780.00",13,31,28,Platinum,6,14,12,3,2,          28,    $15.00,   $697.78,           5,56,,
15386,H,0,24,1,18,M,3,   $125.00,    $75.00,    $76.65,"$69,000.00","$74,490.00",13,34,38,Platinum,6,16,16,6,2,          33,    $15.00,   $964.46,           5,68,,
15387,H,0,31,1,24,F,3,    $75.00,    $50.00,    $41.25,$122000.00,"$69,420.00",10,29,32,Platinum,5,13,13,4,2,          31,     $5.00,   $495.58,           5,66,,
15389,H,0,17,1,20,F,3,    $90.00,    $83.35,    $63.35,"$82,000.00","$60,970.00",13,35,40,Platinum,6,17,17,6,2,          31,    $18.00,   $698.52,           5,68,,
15394,H,0,41,1,26,F,2,   $140.00,   $128.00,    $86.20,"$62,000.00","$73,060.00",11,33,61,Platinum,5,16,24,21,3,          21,    $25.00," $1,746.71",           4,115,,
15408,H,0,28,2,16,M,3,   $125.00,   $187.50,   $111.10,"$48,000.00","$86,710.00",12,23,59,Platinum,5,13,28,9,3,          22,    $37.50," $1,736.41",           4,151,,
15423,H,1,23,2,18,M,2,    $90.00,    $75.00,    $70.00,"$75,000.00","$91,000.00",14,33,36,Platinum,6,16,15,5,2,          29,    $11.00,   $298.25,           5,65,,
15432,H,0,30,2,17,F,3,   $150.00,   $110.00,    $82.50,"$64,000.00",$110890.00,13,29,39,Platinum,6,13,15,4,2,          23,    $22.00," $1,114.92",           5,79,,
15497,U,0,30,2,15,F,3,    $75.00,    $62.50,    $62.50,"$83,000.00",$101270.00,12,19,17,Gold,5,8,7,2,2,           .,    $12.50,   $555.68,           5,44,,
15506,H,0,29,1,19,M,3,   $125.00,    $87.50,    $87.50,"$61,000.00","$90,220.00",13,29,26,Platinum,6,13,11,2,1,          21,    $10.00,   $949.11,           5,57,,
15515,H,0,20,2,24,F,3,    $75.00,    $75.00,    $51.65,"$99,000.00","$79,430.00",12,34,49,Platinum,6,17,21,6,2,          25,    $15.00,   $707.08,           5,100,,
15552,H,0,33,2,19,F,3,   $125.00,    $91.65,    $62.50,"$83,000.00","$67,860.00",13,35,47,Platinum,6,17,21,8,2,          37,    $15.00,   $952.67,           4,81,,
15562,H,0,40,1,15,M,3,   $125.00,   $125.00,    $88.90,"$60,000.00","$88,790.00",12,32,59,Member,5,15,22,9,2,          30,    $25.00," $1,737.50",           5,100,,
15584,H,0,31,2,17,F,3,   $105.00,    $90.00,    $90.00,"$59,000.00","$30,420.00",14,27,25,Platinum,5,11,10,2,2,           .,    $18.00,   $959.80,           5,53,,
15588,H,0,23,1,24,M,3,   $100.00,    $75.00,    $58.35,"$89,000.00","$53,300.00",11,27,31,Platinum,6,12,12,3,2,          27,    $20.00,   $703.68,           5,68,,
15591,U,0,23,3,22,M,3,   $125.00,   $103.35,    $83.75,"$63,000.00","$63,440.00",13,34,36,Platinum,6,16,15,4,2,           .,    $20.67," $1,108.59",           5,63,,
15593,H,0,24,3,16,M,3,   $100.00,    $70.00,    $70.00,"$75,000.00","$51,350.00",14,24,24,Gold,6,11,9,3,2,          25,    $14.00,   $653.18,           5,48,,
15594,H,0,24,2,19,U,3,    $80.00,    $68.35,    $54.30,"$95,000.00","$51,350.00",14,34,52,Platinum,6,16,20,7,2,          33,    $12.50,   $641.45,           5,88,,
15614,H,0,46,1,18,M,3,   $100.00,    $62.50,    $58.35,"$89,000.00",$151190.00,12,26,25,Platinum,6,13,11,3,1,          42,     $5.00,   $645.25,           5,53,,
15621,U,0,26,1,18,M,3,   $100.00,    $90.00,    $63.75,"$82,000.00",$140140.00,14,34,40,Platinum,6,15,16,4,2,           .,    $20.00,   $697.82,           5,76,,
15629,H,0,35,1,19,F,3,   $175.00,   $162.50,    $99.15,"$54,000.00","$57,590.00",13,35,57,Platinum,6,17,24,6,2,          25,    $30.00," $1,752.59",           4,104,,
15669,H,0,31,3,17,M,1,   $125.00,   $146.45,   $120.35,"$45,000.00","$80,210.00",14,34,60,Platinum,6,17,25,15,3,          29,    $28.33," $1,739.01",           4,101,,
15725,H,0,13,1,27,F,3,    $90.00,    $83.35,    $60.85,"$85,000.00","$67,470.00",10,31,61,Platinum,5,15,28,6,1,          18,    $12.00,   $705.24,           5,122,,
15741,H,0,27,1,16,F,2,   $125.00,    $83.75,    $63.55,"$82,000.00","$92,040.00",13,30,50,Platinum,6,14,19,7,2,          27,    $12.00,   $963.18,           4,101,,
15751,H,0,51,1,17,F,3,   $125.00,   $125.00,   $102.50,"$52,000.00","$94,900.00",14,35,78,Platinum,6,17,34,10,2,          33,    $25.00," $1,750.43",           4,152,,
15765,H,0,29,1,24,F,5,    $75.00,    $75.00,    $58.75,"$88,000.00","$54,080.00",10,29,36,Platinum,5,13,14,4,2,          31,    $15.00,   $779.03,           5,69,,
15792,H,0,30,1,22,M,3,   $150.00,   $137.50,    $71.55,"$73,000.00","$61,750.00",15,36,73,Platinum,6,16,27,13,3,          25,    $30.00," $1,736.97",           4,124,,
15831,U,0,28,1,18,F,3,   $100.00,    $75.00,    $56.65,"$91,000.00",$108420.00,12,27,24,Platinum,6,14,12,3,1,          45,    $10.00,   $713.77,           5,53,,
15849,H,0,37,7,19,F,1,   $165.00,   $177.20,   $116.30,"$46,000.00",$108940.00,12,33,93,Platinum,5,16,33,54,4,          26,    $37.29," $1,748.83",           4,153,,
15853,H,0,34,3,15,F,3,   $125.00,   $100.00,   $106.25,"$51,000.00",$119990.00,15,29,28,Platinum,6,13,11,4,2,          26,    $20.00," $1,127.13",           5,53,,
15860,H,0,25,1,18,F,2,   $250.00,   $160.00,   $100.60,"$53,000.00",$104130.00,13,35,69,Platinum,6,17,27,17,3,          27,    $25.00," $1,752.62",           4,116,,
15894,U,1,25,2,18,M,2,   $125.00,   $125.00,   $116.65,"$46,000.00",$106730.00,14,34,40,Platinum,6,17,17,6,2,          38,    $25.00,   $982.36,           5,68,,
15904,U,0,33,2,18,U,1,   $100.00,    $63.35,    $52.50,"$98,000.00",$245050.00,13,34,35,Platinum,6,16,15,8,2,           .,    $15.00,   $504.75,           5,65,,
15914,U,0,32,4,21,F,2,   $125.00,   $101.00,    $79.40,"$67,000.00","$62,270.00",15,34,47,Platinum,6,16,19,8,3,           .,    $20.25," $1,112.07",           4,81,,
15916,U,1,31,1,23,F,3,   $100.00,    $81.65,    $63.35,"$82,000.00",$106860.00,11,29,45,Platinum,6,14,17,6,2,          37,    $20.00,   $887.09,           5,88,,
15921,H,0,30,1,24,F,5,   $125.00,   $125.00,    $80.00,"$66,000.00",$134030.00,12,32,53,Platinum,6,15,21,5,2,          30,    $25.00," $1,750.38",           5,100,,
15955,U,0,31,1,17,M,2,   $200.00,   $187.50,   $132.15,"$41,000.00","$52,260.00",13,34,45,Platinum,6,16,18,7,2,           .,    $40.00," $1,740.40",           5,77,,
15956,U,0,36,3,16,F,1,   $125.00,   $117.50,   $115.50,"$47,000.00","$67,340.00",15,37,51,Platinum,6,17,20,10,2,          31,    $22.67," $1,111.44",           4,80,,
15982,U,0,24,1,18,F,3,    $75.00,    $62.50,    $62.50,"$83,000.00","$77,350.00",12,23,20,Gold,6,11,9,2,1,           .,    $10.00,   $550.56,           5,48,,
16009,U,0,26,2,19,F,2,   $140.00,    $90.00,    $51.65,"$99,000.00","$64,870.00",14,35,65,Platinum,6,16,25,15,3,           .,    $14.50,   $953.76,           4,124,,
16012,U,0,23,5,20,U,2,   $190.00,   $115.00,   $102.65,"$52,000.00","$81,640.00",13,33,75,Platinum,6,17,31,17,3,           .,    $23.00," $1,123.05",           4,139,,
16029,H,0,32,2,21,F,3,   $100.00,    $77.50,    $60.00,"$87,000.00","$77,480.00",13,28,34,Platinum,6,13,13,3,2,          37,    $15.50,   $713.72,           5,69,,
16032,U,0,25,2,17,F,3,   $125.00,   $112.50,    $84.40,"$63,000.00","$75,270.00",16,34,66,Platinum,6,15,24,8,2,          30,    $22.50," $1,112.26",           4,129,,
16071,U,0,27,1,18,F,3,   $125.00,   $125.00,   $125.00,"$43,000.00","$82,160.00",13,27,27,Platinum,6,12,10,3,1,           .,    $25.00," $1,743.47",           5,56,,
16072,U,1,48,1,18,M,2,   $250.00,   $147.50,   $147.50,"$37,000.00",$174590.00,14,33,32,Platinum,6,15,13,4,1,           .,    $20.00," $2,900.19",           5,56,,
16083,U,0,30,1,16,U,3,   $160.00,   $155.00,   $151.00,"$36,000.00",$174590.00,15,36,76,Platinum,6,17,33,10,2,           .,    $32.00," $1,748.37",           5,122,,
16123,H,0,25,2,18,F,3,    $80.00,    $81.65,    $73.75,"$71,000.00","$58,760.00",12,26,24,Platinum,6,13,11,4,2,          50,    $16.50,   $716.50,           5,53,,
16125,H,0,29,2,22,F,3,   $100.00,    $91.65,    $91.65,"$58,000.00","$53,950.00",12,31,30,Platinum,6,15,13,3,2,          31,    $17.50,   $709.53,           5,57,,
16146,H,0,19,2,23,M,3,   $125.00,   $112.50,    $77.65,"$68,000.00","$66,170.00",13,35,75,Platinum,6,17,29,17,3,          25,    $22.50," $1,112.17",           4,127,,
16181,H,0,34,2,20,F,3,    $75.00,   $100.00,   $100.00,"$54,000.00","$93,730.00",12,29,26,Platinum,6,14,12,2,2,          30,    $20.00,   $828.76,           5,56,,
